title,domain,url,description,published_at
Mueller report: Trump attempted to thwart anti-Israel resolution,freerepublic.com,https://www.freerepublic.com/focus/f-news/3742996/posts,"The Israeli angle: The Muller report, which examined Russian involvement in the US presidential election, showed that Donald Trump worked to counter anti-Israel bias at the United Nations even before he entered the White House. According to a report by Barak …",2019-04-18T21:30:21Z
,scripting.com,http://scripting.com/2019/04/18.html#a213020,"I think the House should decide whether to start impeachment hearings in a few weeks, after the Mueller report has been a bit more settled in. Unlike the gun debate, Dems won’t lose the power to act in a few weeks.",2019-04-18T21:30:20Z
Trump Obstructed Justice (Mark Joseph Stern/Slate),memeorandum.com,https://www.memeorandum.com/190418/p76,Mark Joseph Stern / Slate : Trump Obstructed Justice — Mueller's report proves it—and asks Congress to consider impeachment. — Special counsel Robert Mueller found ample evidence to convict President Donald Trump of obstruction of justice. His investigation u…,2019-04-18T21:30:00Z
"Mueller’s report is the beginning, not the end",washingtonpost.com,https://www.washingtonpost.com/opinions/2019/04/18/muellers-report-is-beginning-not-end/,It may invite the start of an impeachment inquiry and a constitutional confrontation.,2019-04-18T21:29:47Z
7 times the Mueller report caught Sean Spicer and Sarah Sanders lying to press,vox.com,https://www.vox.com/2019/4/18/18485512/mueller-report-trump-lies-sarah-sanders,"From Comey to Trump Tower, the report documents — without even trying — how easily Trump’s press secretaries lie for him.",2019-04-18T21:29:39Z
Nicolle Wallace Rips Sarah Sanders Over Lie About Comey: She’s The ‘Frickin’ White House Press Secretary!’,mediaite.com,https://www.mediaite.com/tv/nicolle-wallace-rips-sarah-sanders-over-lie-about-comey-shes-the-frickin-white-house-press-secretary/,MSNBC's Nicolle Wallace went off on Sarah Sanders today for her admission to have told reporters a baseless comment about the FBI in 2017.,2019-04-18T21:29:06Z
Mueller report published,bbc.co.uk,https://www.bbc.co.uk/programmes/w172wq4mhv188g6,Special Counsel Robert Mueller's investigation into alleged Russian interference in the 2016 US election has been published today. Also in the programme: The fundraising boost to help restore three Black churches in Louisiana that were targeted by an alleged …,2019-04-18T21:29:00Z
"Warren Joins Democrat Chorus: Barr Is Trump ‘Publicist,’ Need Full Report, Mueller Testimony",breitbart.com,https://www.breitbart.com/politics/2019/04/18/warren-joins-democrat-chorus-barr-is-trump-publicist-need-full-report-mueller-testimony/,"Sen. Elizabeth Warren (D-MA) tweeted on Thursday that Attorney General William Barr is “acting as if he’s Trump's personal attorney.""",2019-04-18T21:28:20Z
"Buttigieg to fundraise in DC with major Obama, Clinton bundlers next month: report",thehill.com,https://thehill.com/homenews/campaign/439629-buttigieg-to-fundraise-in-dc-with-major-obama-clinton-bundlers-next-month,"South Bend, Ind., Mayor Pete Buttigieg (D) will attend a fundraiser for his 2020 White House campaign next month hosted by several high-dollar Democratic bundlers who have in the past supported former President Obama and former Secretary of State",2019-04-18T21:27:55Z
A Roundup Of Wingnuts Insisting Donald 'I'm F**ked' Trump Is Innocent,wonkette.com,https://www.wonkette.com/a-childrens-treasury-of-dinguses-insisting-donald-im-f-ked-trump-is-innocent,"Now that most of the Mueller Report has been released, TrumpWorld and its online TrumpSuburbs are declaring victory, never mind the actual contents of the report. Donald Trump and his legal team insisted he'd been totally cleared of everything, because Trump …",2019-04-18T21:27:33Z
Former White House lawyer Ty Cobb reacts to Mueller report,cbsnews.com,https://www.cbsnews.com/video/ty-cobb-former-trump-white-house-lawyer-reacts-to-mueller-report/,Attorney Ty Cobb advised President Trump as a White House attorney during the first year of the Mueller probe. He joined CBSN on the phone to discuss his interactions with the special counsel and the findings of the Mueller report.,2019-04-18T21:27:25Z
‘This is cowardice’: Outrage boils over after top Democrat declares impeachment is still ‘not worthwhile’,alternet.org,https://www.alternet.org/2019/04/this-is-cowardice-outrage-boils-over-after-top-democrat-declares-impeachment-is-still-not-worthwhile/,"Many are outraged after Democratic House Majority Leader Steny Hoyer (D-MD) declared that even after everything revealed in the Mueller report, impeachment of President Donald Trump is off the table. “Based on what we have seen… Related Stories ‘Unethical, un…",2019-04-18T21:27:05Z
Personal Finance Daily: Amazon’s audiobook of the Mueller report has an Orwellian price tag of $19.84 and skipping breakfast and eating a late dinner could be a killer,marketwatch.com,https://www.marketwatch.com/story/amazons-audiobook-of-the-mueller-report-has-an-orwellian-price-tag-of-1984-and-skipping-breakfast-and-eating-a-late-dinner-could-be-a-killer-2019-04-18,Amazon’s audiobook of the Mueller report has an Orwellian price tag of $19.84 and skipping breakfast and eating a late dinner could be a killer,2019-04-18T21:27:04Z
Facebook now says ‘millions’ of Instagram passwords were exposed internally,marketwatch.com,https://www.marketwatch.com/story/facebook-now-says-millions-of-instagram-passwords-were-exposed-internally-2019-04-18,Facebook Inc. said Thursday that a security incident that exposed Instagram passwords internally was significantly worse than first thought.,2019-04-18T21:26:59Z
Mueller report makes political case against Trump: Analysis,go.com,https://abcnews.go.com/Politics/mueller-report-makes-political-case-trump-analysis/story?id=62456722,"Robert Mueller’s long-awaited report did not result in a legal case that will be brought against President Donald Trump, despite 22 months of a special counsel inquiry.",2019-04-18T21:26:50Z
What was learned from the Mueller Report?,greenspun.com,https://philip.greenspun.com/blog/2019/04/18/what-was-learned-from-the-mueller-report/,Today was the big exciting day for the Mueller Report. I don’t have the patience to read 400 pages. The nytimes coverage of the report fails to distinguish between stuff that was previously known and stuff (if any) that was newly uncovered by this crack team …,2019-04-18T21:26:30Z
Trump Could Be Charged After Leaving Office,politicalwire.com,https://politicalwire.com/2019/04/18/trump-could-be-charged-after-leaving-office/,"“For nearly two years, President Trump’s lawyers and defenders have argued that it was impossible for him to illegally obstruct the Russia investigation, no matter his intentions, because he has full authority over federal law enforcement as head of the execu…",2019-04-18T21:26:28Z
Opinion: We don't need the Mueller report,dw.com,https://www.dw.com/en/opinion-we-dont-need-the-mueller-report/a-48395165,"The Mueller report will fuel yet more controversy about Donald Trump and his administration. However, it confirms what we already know: This president is not fit for the White House, says DW's Oliver Sallet.",2019-04-18T21:26:00Z
Did We Just Get Gaslighted By The Attorney General?,forbes.com,https://www.forbes.com/sites/prudygourguechon/2019/04/18/did-we-just-get-gaslighted-by-the-attorney-general/,"AG William Barr gaslighted the country today with a crazy-making twisting of the meaning of words and concepts. It's important to stick to disagreements about opinion, policy and beliefs, but not to disrupt one's sense of reality.",2019-04-18T21:25:09Z
The Spin: Chicago connection to Mueller report | Lightfoot on Chicago's falling population | Cubs win — on Wrigley renovation,chicagotribune.com,https://www.chicagotribune.com/news/local/politics/ct-met-mueller-chicago-connection-spin-20190418-story.html,"Right out of the gate, special counsel Robert Mueller’s report — released just hours ago — notes former Chicagoan George Papadopoulos was pivotal in triggering the investigation into whether Donald Trump’s campaign colluded with the Russian government to infl…",2019-04-18T21:25:00Z
Congress reacts to redacted Mueller report - The Washington Post,youtube.com,https://www.youtube.com/watch?v=G56etfKkJZg,Congress reacts to redacted Mueller report The Washington Post Here's why some sensitive documents are redacted CNN Mueller details Trump's efforts to thwart Russia investigation CBS Evening News See how much of the Mueller report was redacted Los Angeles Tim…,2019-04-18T21:24:44Z
Hollywood Reacts to Mueller Report: ‘Trump is F—ed’,thewrap.com,https://www.thewrap.com/hollywood-reacts-to-mueller-report-trump-is-f-ed/,"Hollywood reacted Thursday as a redacted version of Special Counsel Robert Mueller's Russia investigation report was released to the public, with a number of Trump critics interpreting the report's findings as evidence of wrongdoing by the president. 
 Althou…",2019-04-18T21:24:22Z
"Although the Mueller report is out, 'it isn't over' Van Susteren says",wcax.com,https://www.wcax.com/content/news/508768241.html,"Gray Television's Greta Van Susteren says that Congress could call for their own investigations, but hopes that it's not for political gain.",2019-04-18T21:24:01Z
"Right, Left and Center React to the Mueller Report",nytimes.com,https://www.nytimes.com/2019/04/18/us/right-left-mueller-report.html,Writers across the political spectrum responded to the public release of the Mueller report and the news conference by Attorney General William P. Barr.,2019-04-18T21:23:06Z
"Jim Jordan commends AG Barr, says investigation into origin of Mueller probe will continue - Washington Examiner",washingtonexaminer.com,https://www.washingtonexaminer.com/news/jim-jordan-commends-ag-barr-says-investigation-into-origin-of-mueller-probe-will-continue,"Jim Jordan commends AG Barr, says investigation into origin of Mueller probe will continue Washington Examiner How Mueller and Barr split on obstruction evidence against Trump The Washington Post Schiff: Mueller found ""multiple attempts"" by Trump to mislead a…",2019-04-18T21:23:00Z
"Mueller Report: Russians Used Spear Phishing, SQL Injection to Penetrate US Election Administration",circleid.com,http://www.circleid.com/posts/20190418_mueller_report_russians_used_spear_phishing_sql_injection/,"The nearly 400-page copy of the Mueller released on Thursday report includes some details on how Russia's foreign military intelligence agency (GRU), targetted individuals and entities involved in the administration of the U.S. elections. Victims included U.S.",2019-04-18T21:23:00Z
Donald Trump responds to Mueller's Russia report with Game of Thrones meme,mirror.co.uk,https://www.mirror.co.uk/news/us-news/donald-trump-responds-muellers-russia-14430410,The US president posted a picture of himself in the mist in the style of the fantasy series - although the pictures message didn't seem to match the report,2019-04-18T21:22:42Z
Mueller Paints a Damning Portrait of Trump,politicalwire.com,https://politicalwire.com/2019/04/18/mueller-paints-a-damning-portrait-of-trump/,Dan Balz: “The principal focus of the special counsel’s investigation was on questions of criminality. But there is more than the issue of what rises to the level of criminal conspiracy or criminal obstruction when judging a president and his administration. …,2019-04-18T21:22:15Z
Miguel gets Trump fans upset over wearing a shirt dedicated to Nipsey Hussle,thegrio.com,http://thegrio.com/2019/04/18/miguel-gets-trump-fans-upset/,Grammy winning artist Miguel got Trump supporters in a tizzy after he posted a pic wearing a shirt that makes a bold statement about the President over Nipsey Hussle. The post Miguel gets Trump fans upset over wearing a shirt dedicated to Nipsey Hussle appear…,2019-04-18T21:22:12Z
Redactions heavier on Russian meddling than on obstruction,indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/redactions-heavier-on-russian-meddling-than-on-obstruction/articleshow/68947727.cms,"WASHINGTON (AP) — Across nearly 450 pages, blocks of black interrupt parts of Robert Mueller's careful, dry narrative recounting Russian election meddling and President Donald Trump's fear and ire. Most often, the Justice Department redactions mask a few word…",2019-04-18T21:22:06Z
What the Mueller report on the Russia investigation says about Vice President Mike Pence,usatoday.com,https://www.usatoday.com/story/news/politics/2019/04/18/mueller-report-what-says-vice-president-mike-pence/3498440002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,Special counsel Robert Mueller's report provides new details about Michael Flynn's firing after lying to Vice President Mike Pence.,2019-04-18T21:21:42Z
What the Mueller report on the Russia investigation says about Vice President Mike Pence,yahoo.com,https://news.yahoo.com/mueller-report-russia-investigation-says-212142315.html,Special counsel Robert Mueller's report provides new details about Michael Flynn's firing after lying to Vice President Mike Pence.,2019-04-18T21:21:42Z
"Sekulow: “If they had an obstruction case, they would have made it”",hotair.com,https://hotair.com/archives/2019/04/18/sekulow-obstruction-case-made/,"Today's unanswered question: Will it matter? The post Sekulow: “If they had an obstruction case, they would have made it” appeared first on Hot Air.",2019-04-18T21:21:41Z
Video: Trump makes no comments as he heads to Mar-a-Largo,dailymail.co.uk,https://www.dailymail.co.uk/video/news/video-1908530/Video-Trump-makes-no-comments-heads-Mar-Largo.html,President Trump head to mar-a-Largo and he was uncharacteristically quiet. He made no comments on the release of the redacted version of the Mueller report.,2019-04-18T21:21:19Z
Trump repeatedly urged campaign to find Hillary Clinton’s missing emails,nypost.com,https://nypost.com/2019/04/18/trump-repeatedly-urged-campaign-to-find-hillary-clintons-missing-emails/,"President Trump repeatedly urged his election campaign to dig up Hillary Clinton’s missing emails during the 2016 election — while Republican operatives mounted a years-long hunt for his Democratic rival’s private missives, according to special counsel Robert…",2019-04-18T21:21:00Z
Report release an event unsuited to instant media world,go.com,https://abcnews.go.com/Entertainment/wireStory/report-release-event-unsuited-instant-media-world-62494867,"Get breaking national and world news, broadcast video coverage, and exclusive interviews.  Find the top news online at ABC news.",2019-04-18T21:20:52Z
Redactions heavier on Russian meddling than on obstruction,apnews.com,https://apnews.com/8965e450baee4dfb9a070cf3352b67c0,"WASHINGTON (AP) — Across nearly 450 pages, blocks of black interrupt parts of Robert Mueller's careful, dry narrative recounting Russian election meddling and President Donald Trump's fear and ire. Most often, the Justice Department redactions mask a few word…",2019-04-18T21:20:12Z
Report release an event unsuited to instant media world,startribune.com,http://www.startribune.com/report-release-an-event-unsuited-to-instant-media-world/508769532/,"The release of a dense, 400-page report on the results of a two-year investigation is an event uniquely unsuited to today's minute-by-minute news cycles.",2019-04-18T21:20:11Z
"HR 1 brings successful local, state reforms to the federal level and deserves passage",thehill.com,https://thehill.com/blogs/congress-blog/politics/439626-hr-1-brings-successful-local-state-reforms-to-the-federal-level,"Lost in today's debates on voting rights is a simple fact: many positive reforms-such as those proposed by House Democrats in H.R. 1, the...",2019-04-18T21:20:10Z
Mueller report shows how Trump’s panic over the Russia probe worsened his situation,latimes.com,https://www.latimes.com/politics/la-na-pol-mueller-report-trump-obstruction-fears-20190418-story.html,"For more than two years, President Trump repeatedly ignored his lawyers and scratched an itch that wouldn’t go away, responding to developments from the special counsel’s investigation by trying desperately to bring it to an end. He wanted former FBI Director…",2019-04-18T21:20:00Z
Judicial Watch Statement on the Mueller Report,freerepublic.com,https://www.freerepublic.com/focus/f-news/3742994/posts,"(Washington, DC)  Judicial Watch President Tom Fitton made the following statement in response to the Mueller Report released today by the Justice Department: President Trump has been vindicated. The Mueller investigation failed to find any evidence to sup…",2019-04-18T21:19:56Z
Former U.S. Ambassador To Russia Discusses Findings Of Mueller Report,npr.org,https://www.npr.org/2019/04/18/714810772/former-u-s-ambassador-to-russia-discusses-findings-of-mueller-report,"NPR's Audie Cornish speaks with Michael McFaul, former U.S. ambassador to Russia, about the finding of some Russian efforts to influence the 2016 presidential election in Robert Mueller's report.",2019-04-18T21:19:54Z
Attorney General Barr Clears Trump Of Obstruction Following Mueller's Report,npr.org,https://www.npr.org/2019/04/18/714810790/attorney-general-barr-clears-trump-of-obstruction-following-muellers-report,Special counsel Robert Mueller found 10 instances in which President Trump may have possibly obstructed justice. Attorney General William Barr and Deputy Attorney General Rod Rosenstein disagreed.,2019-04-18T21:19:54Z
Several Publishers Plan To Release Redacted Mueller Report As A Physical Book,npr.org,https://www.npr.org/2019/04/18/714810781/several-publishers-plan-to-release-redacted-mueller-report-as-a-physical-book,"Several publishers — Simon & Schuster's Scribner imprint, Skyhorse Publishing and Melville House — have said they will publish special counsel Robert Mueller's report.",2019-04-18T21:19:54Z
Justice Department releases redacted Mueller Report,usatoday.com,https://www.usatoday.com/picture-gallery/news/nation/2019/04/18/justice-department-releases-redacted-mueller-report/3513287002/,The Department of Justice released special counsel Robert Mueller's report on Russian election interference in the 2016 U.S. presidential election.,2019-04-18T21:19:40Z
"Justin Bieber Slams Laura Ingraham, a Real Thing That Happened Today",splinternews.com,https://splinternews.com/justin-bieber-slams-laura-ingraham-a-real-thing-that-h-1834151295,"Who knew that on the day the Mueller report dropped, I’d be blogging about a much more important crossover event: Justin Bieber and Laura Ingraham?? Read more...",2019-04-18T21:19:00Z
"Kellyanne Conway, after Mueller report's release, says press apologies are in order - Fox News",foxnews.com,https://www.foxnews.com/politics/kellyanne-conway-to-reporters-after-mueller-reports-release-were-accepting-apologies-today,"Kellyanne Conway, after Mueller report's release, says press apologies are in order Fox News White House senior adviser Kellyanne Conway says Trump has 'clean bill of health' Washington Examiner Kellyanne Conway calls Mueller probe ""a political proctology exa…",2019-04-18T21:19:00Z
Mueller Report: Department of Justice releases redacted report | Watch LIVE coverage from ABC News - ABC News,youtube.com,https://www.youtube.com/watch?v=n8QpmG25E6g,Mueller Report: Department of Justice releases redacted report | Watch LIVE coverage from ABC News ABC News Why Was the Mueller Report Delivered to Congress on CDs? Slate CNN explains what's in the Mueller report CNN What is a redaction? Its definition and wh…,2019-04-18T21:18:55Z
The Mueller Report Redactions Tells Us That There’s Still A Lot the Public Doesn’t Know About Russian Interference,defenseone.com,https://www.defenseone.com/politics/2019/04/mueller-report-redactions-tells-us-theres-still-lot-public-doesnt-know-about-russian-interference/156413/,The portions of the Mueller report that have the heaviest redactions point to Russian social media meddling.,2019-04-18T21:18:42Z
The Mueller report reveals a president who repeatedly asked too much of his staff,thinkprogress.org,https://thinkprogress.org/mueller-report-reveals-trump-repeatedly-asked-too-much-of-staff-056ec8b955cf/,"Special counsel Robert Mueller’s report released on Thursday by the Justice Department reveals a president that frequently asked his devotees to do things that made them very uncomfortable, often going against their best instincts. The report, which looked at…",2019-04-18T21:18:02Z
Report release an event unsuited to instant media world,apnews.com,https://apnews.com/3d76d66f4ad84b41b64c0392d013a991,"NEW YORK (AP) — The release of a dense, 400-page report on the results of a two-year investigation is an event uniquely unsuited to today's minute-by-minute news cycles.",2019-04-18T21:17:46Z
"Mueller report: 5 takeaways on Trump, Russian interference and what Democrats can do now",usatoday.com,https://www.usatoday.com/story/opinion/2019/04/18/mueller-report-collusion-trump-russian-election-interference-democrats-takeaways-column/3505946002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"Donald Trump, use Mueller report as election security roadmap; Democrats, drop impeachment and work on 2020; and Rep. Adam Schiff, you should resign.",2019-04-18T21:17:43Z
No one caught this yet in Mueller's report. Proof of Bias.,freerepublic.com,https://www.freerepublic.com/focus/f-bloggers/3742993/posts,"At the beginning of Mueller's report I see he really wanted to and nail trump but couldn't so he would at least give false impressions. Mueller says ""Around the same time"" as if Trump asked for Russian help and THEN WikiLeaks gave up the info. Well Mueller KN…",2019-04-18T21:17:32Z
"Thursday's Mini-Report, 4.18.19",msnbc.com,http://www.msnbc.com/rachel-maddow-show/thursdays-mini-report-41819,Today's edition of quick hits.,2019-04-18T21:17:10Z
The Mueller Report by the Numbers,voanews.com,https://www.voanews.com/a/the-mueller-report-by-the-numbers-/4882105.html,,2019-04-18T21:17:00Z
Journo: Dems Wasted Years on Attempted Coup of Democratically Elected President,sputniknews.com,https://sputniknews.com/analysis/201904191074269862-usa-mueller-report-journalists/,"Sputnik discussed details of Special Counsel Robert Mueller’s investigation with Chadwick Moore, a journalist, public speaker, conservative political commentator, and cultural critic.",2019-04-18T21:17:00Z
President Trump claims victory after release of Mueller report,foxnews.com,https://video.foxnews.com/v/6027749664001/,"'No collusion, no obstruction': Trump touts findings of the special counsel Robert Mueller's report; reaction and analysis on 'The Five.'",2019-04-18T21:16:57Z
'A good day': Trump claims victory with Mueller report out,japantoday.com,https://japantoday.com/category/world/with-redacted-mueller-report-imminent-trump-celebrates,"For nearly two years, President Donald Trump and his allies sought to undermine special counsel Robert Mueller's Russia probe, attacking investigators' credibility and playing down their findings. As a redacted version of Mueller's report was finally released…",2019-04-18T21:16:35Z
President Trump Told Mueller He Was Just Joking When He Asked Russia to Hack Hillary Clinton,time.com,http://time.com/5573539/trump-clinton-russia-hack-joke/,"President Donald Trump didn’t offer a lot of specifics when he submitted written responses to questions from Special Counsel Robert Mueller, but he did attempt to make one thing clear: That time he publicly asked Russia to find Hillary Clinton’s missing email…",2019-04-18T21:16:30Z
What’s Really in the Mueller Report,reason.com,https://reason.com/2019/04/18/mueller-wont-say-obstruction/,"While preparing the public for the release of Special Counsel Robert Mueller's report this morning, Attorney General William Barr noted...",2019-04-18T21:15:06Z
Vindication for President Trump,chicagotribune.com,https://www.chicagotribune.com/news/opinion/letters/ct-vp-voice-letters-041919-story.html,"For two years, Democrats and the liberally biased news media have been bombarding Americans 24/7 with intense accusations that Republican President Donald Trump committed treason by colluding with Russia to steal the election from Democrat Hillary Clinton. Fi…",2019-04-18T21:15:00Z
Key quotes from U.S. Special Counsel Mueller's report,yahoo.com,https://news.yahoo.com/factbox-key-quotes-special-counsel-muellers-report-162522177.html,"The following are some key quotes from Mueller's 448-page report: ""When (former Attorney General Jeff) Sessions told the President that a Special Counsel had been appointed, the President slumped back in his chair and said, 'Oh my God. You gotta call Rod...,""…",2019-04-18T21:14:29Z
These Are The D.C.-Area Places That Make An Appearance In The Mueller Report,dcist.com,https://dcist.com/story/19/04/18/these-are-the-d-c-area-places-that-make-an-appearance-in-the-mueller-report/,"Now, the next time you pass by the Westin in Old Town Alexandria, you’ll know that’s where Trump campaign chairman Paul Manafort discussed a potential Russia-Ukraine peace deal with foreign officials. The post These Are The D.C.-Area Places That Make An Appea…",2019-04-18T21:14:10Z
The 10 instances of possible obstruction in Mueller report,southbendtribune.com,https://www.southbendtribune.com/news/nation/the-instances-of-possible-obstruction-in-mueller-report/article_098ba3e1-7dcd-510a-86ed-7b710f38f3ba.html,WASHINGTON — Special counsel Robert Mueller's investigation of Russian interference in the 2016 election identified 10 instances of possible obstruction of justice by President Donald Trump. Mueller said in his report that he could not conclusively determine …,2019-04-18T21:14:00Z
Mueller report memes get redacted for your amusement - CNET,slashdot.org,https://slashdot.org/firehose.pl?op=view&id=108169640&utm_source=rss1.0&utm_medium=feed,Try not to black out while reading these faked-up pages from the special counsel's report.,2019-04-18T21:13:37Z
Dems accuse Barr of misleading Congress and public,politico.com,https://www.politico.com/story/2019/04/18/democrats-barr-misleading-congress-mueller-report-1282391,Democrats say Barr repeatedly misled them and the public for nearly a month about Mueller’s obstruction inquiry.,2019-04-18T21:13:13Z
Mueller report dives into Russian election interference and Trump campaign - CNET,slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=108169630,The report from special counsel Robert Mueller outlines cyberattacks and social media disinformation leading up to the 2016 US presidential election.,2019-04-18T21:13:07Z
"Lawmakers weigh in on Mueller report, AG Barr and WikiLeaks - CNET",slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=108169618,"No surprise, everybody's got an opinion.",2019-04-18T21:12:26Z
Read the Final Version of the Mueller Report,bloomberg.com,https://www.bloomberg.com/tosv2.html?vid=&uuid=c0bd7fe0-6224-11e9-bb51-b11586ee3d2a&url=L2dyYXBoaWNzL211ZWxsZXItcmVwb3J0LWZpbmFsLXZlcnNpb24v,Special Counsel Robert Mueller's report on President Donald Trump and Russian meddling in the 2016 election was released with redactions by Attorney General William Barr.,2019-04-18T21:11:52Z
Report release an event unsuited to instant media world,seattletimes.com,https://www.seattletimes.com/entertainment/report-release-an-event-unsuited-to-instant-media-world/,"NEW YORK (AP) — The release of a dense, 400-page report on the results of a two-year investigation is an event uniquely unsuited to today’s minute-by-minute news cycles. That was the challenge faced Thursday by journalists who finally got to see special couns…",2019-04-18T21:11:52Z
"GOP lawmakers ignore Mueller report, stick with Barr memo talking points",thinkprogress.org,https://thinkprogress.org/gop-lawmakers-ignore-mueller-report-stick-with-barr-memo-talking-points-1206e452616d/,"Republican lawmakers were reticent to let go of the talking points Attorney General William Barr fed them in previous weeks, even after the release of special counsel Robert Mueller’s report on the nearly two-year long Russia investigation. The report, lightl…",2019-04-18T21:11:35Z
"Jordan, Meadows on the release of the Mueller report - Fox News",youtube.com,https://www.youtube.com/watch?v=7QNfwKEpPws,"Jordan, Meadows on the release of the Mueller report Fox News Rep. Nadler reacts to release of redacted Mueller report Fox News Rep. Schiff: Trump's acts of obstruction are deeply alarming Fox News View full coverage on Google News",2019-04-18T21:11:28Z
"Trump Takes a Victory Lap on Mueller Report, Despite Damaging Details",yahoo.com,https://news.yahoo.com/trump-takes-victory-lap-mueller-211043262.html,President Donald Trump and his team were publicly thrilled when Special Counsel Robert Mueller's final report was made public on Thursday.,2019-04-18T21:10:43Z
"Trump Takes a Victory Lap on Mueller Report, Despite Damaging Details",time.com,http://time.com/5573563/white-house-mueller-report-victory/,"President Donald Trump and his team celebrated the publication of Special Counsel Robert Mueller’s report Thursday despite a wealth of damaging new details. “I’m having a good day,” Trump said at a Wounded Warrior event in the East Room of the White House les…",2019-04-18T21:10:43Z
Redactions heavier on Russian meddling than on obstruction,startribune.com,http://www.startribune.com/redactions-heavier-on-russian-meddling-than-on-obstruction/508769222/,"Across nearly 450 pages, blocks of black interrupt parts of Robert Mueller's careful, dry narrative recounting Russian election meddling and President Donald Trump's fear and ire. Most often, the Justice Department redactions mask a few words or paragraphs. I…",2019-04-18T21:10:08Z
"CNN: Mueller Found ‘a Ton of Collusion’, Only ‘Sophisticated’ People See It",newsbusters.org,https://www.newsbusters.org/blogs/nb/nicholas-fondacaro/2019/04/18/cnn-mueller-found-ton-collusion-only-sophisticated-people-see,"There was collusion, so much collusion we’re swimming it! That’s according to bombastic CNN host Chris Cuomo and washed up Watergate-era reporter Carl Bernstein. Not only was there “a ton of collusion” but if you didn’t realize that after reading the Mueller …",2019-04-18T21:09:27Z
Mueller report provides intimate look inside the Trump White House,irishtimes.com,https://www.irishtimes.com/news/world/us/mueller-report-provides-intimate-look-inside-the-trump-white-house-1.3865213,"Special counsel’s report details accounts of key players, from Jeff Sessions to Hope Hicks",2019-04-18T21:09:15Z
It’s never wrong to hop a fence,patheos.com,https://www.patheos.com/blogs/slacktivist/2019/04/18/its-never-wrong-to-hop-a-fence/,"American-style health insurance requires from all of us many hours of tedious, burdensome, unpaid homework. The cost of that is real, massive, and massively annoying.",2019-04-18T21:09:02Z
The Mueller Report Is a Challenge to Congress: Save the Republic. Impeach the President.,esquire.com,https://www.esquire.com/news-politics/politics/a27198446/mueller-report-congress-impeachment/,We surrendered it without firing a shot. Now the way forward is clear.,2019-04-18T21:09:00Z
Trump declares victory on Mueller report D-Day,afp.com,https://www.afp.com/en/news/3954/trump-declares-victory-mueller-report-d-day-doc-1fq74t7,"President Donald Trump, backed by his attorney general, declared himself fully vindicated Thursday in the investigation into Russian election meddling and alleged collusion with his campaign -- before the long-awaited full probe report was made public.The",2019-04-18T21:09:00Z
House Majority Leader Says Impeachment ‘Not Worthwhile at This Point’,nationalreview.com,https://www.nationalreview.com/news/mueller-report-steny-hoyer-trump-impeachment-not-worthwhile/,"Majority Leader Steny Hoyer (D., Md.) said Thursday that he has seen nothing in the Mueller report that would make it worthwhile for House Democrats to impeach President Trump.",2019-04-18T21:08:40Z
House Majority Leader Says Impeachment ‘Not Worthwhile at This Point’,yahoo.com,https://news.yahoo.com/house-majority-leader-says-impeachment-210840690.html,"Majority Leader Steny Hoyer (D., Md.) said Thursday that he has seen nothing in the final version of Special Counsel Robert Mueller's final report that would make it worthwhile for House Democrats to impeach President Trump.""Based on what we have seen to date…",2019-04-18T21:08:40Z
Nixon White House Lawyer John Dean: Mueller Report is ‘More Damning’ Than Watergate Report,mediaite.com,https://www.mediaite.com/tv/nixon-white-house-lawyer-john-dean-mueller-report-is-more-damning-than-watergate-report/,"John Dean, the former White House lawyer for President Nixon who ultimately helped bring about his impeachment, said that Mueller’s report is “far worse” than the Senate’s Watergate report. CNN’s Jake Tapper interviewed Dean on Thursday, and asked the lawyer …",2019-04-18T21:08:36Z
Ex-prosecutor schools Fox veteran Brit Hume — and perfectly explains how Barr is letting Trump off the hook,rawstory.com,https://www.rawstory.com/2019/04/ex-prosecutor-schools-fox-veteran-brit-hume-perfectly-explains-barr-letting-trump-off-hook/,"Former federal prosecutor Renato Mariotti blasted Fox News analyst Brit Hume for spinning the Mueller report in President Donald Trump’s favor. Special counsel Robert Mueller explicitly did not clear Trump on obstruction of justice, and seemed to refer the ma…",2019-04-18T21:08:26Z
Ex-Nixon White House counsel: Mueller report 'more damning' than Watergate,thehill.com,https://thehill.com/homenews/administration/439622-ex-nixon-white-house-counsel-mueller-report-more-damning-than,"John Dean, the former White House counsel for President Nixon, said Thursday that special counsel Robert Mueller's report was ""more damning"" than the Watergate report.""I looked on my shelf for the Senate Watergate...",2019-04-18T21:08:23Z
Local expert: Mueller report might not affect President's re-election campaign,wgme.com,http://wgme.com/news/local/local-expert-mueller-report-might-not-affect-presidents-re-election-campaign,PORTLAND (WGME) -- Political analysts are examining the Mueller report closely and the possible implications of its release. CBS 13 talked with USM Political Science Professor Ron Schmidt Thursday. He says while the report isn't particularly kind to the Presi…,2019-04-18T21:08:04Z
